edition_ID,City_ID,Language,State,Month,Copies Sold,copies_returned,Net_Circulation
ED1002,C002,ENGLISH,Delhi,Nov-20,367848,13467,354381
ED1003,C003,Hindi,Madhya_Pradesh,Jan-22,244673,18000,226673
ED1005,C005,Hindi,Rajasthan,Feb-20,441835,20817,421018
ED1010,C010,Hindi,Uttar-Pradesh,Dec-23,395877,22374,373503
ED1008,C008,Hindi,Uttar Pradesh,Jan-21,347194,14004,333190
ED1007,C007,Hindi,Jharkhand,Jul-23,205824,8938,196886
ED1007,C007,Hindi,Jharkhand,Apr-23,198726,11096,187630
ED1009,C009,Hindi,gujarat,Nov-23,249976,9992,239984
ED1009,C009,Hindi,gujarat,Jul-20,295001,21464,273537
ED1001,C001,hindi,Uttar pradesh,Jun-19,210775,10072,200703
ED1010,C010,Hindi,Uttar-Pradesh,Oct-23,â‚¹386914,26298,360616
ED1001,C001,hindi,Uttar pradesh,Oct-22,177713,12901,164812
ED1006,C006,english,maharashtra,Sep-24,307852,21945,285907
ED1008,C008,Hindi,Uttar Pradesh,Mar-22,338562,26544,312018
ED1003,C003,Hindi,Madhya_Pradesh,Apr-21,257144,15544,241600
ED1001,C001,hindi,Uttar pradesh,May-20,â‚¹190618,7629,182989
ED1001,C001,hindi,Uttar pradesh,Jan-23,â‚¹170434,5732,164702
ED1010,C010,Hindi,Uttar-Pradesh,Dec-22,411852,14185,397667
ED1010,C010,Hindi,Uttar-Pradesh,Nov-19,464625,33019,431606
ED1001,C001,hindi,Uttar pradesh,Apr-19,â‚¹201220,6569,194651
ED1007,C007,Hindi,Jharkhand,Feb-23,193467,14012,179455
ED1007,C007,Hindi,Jharkhand,Nov-19,233314,10543,222771
ED1005,C005,Hindi,Rajasthan,May-21,417148,25010,392138
ED1010,C010,Hindi,Uttar-Pradesh,Mar-20,477141,16661,460480
ED1004,C004,Hindi,bihar,Aug-24,190879,7143,183736
ED1002,C002,ENGLISH,Delhi,Jan-21,351519,15734,335785
ED1004,C004,Hindi,bihar,Oct-24,202115,16068,186047
ED1007,C007,Hindi,Jharkhand,Dec-19,241389,18779,222610
ED1004,C004,Hindi,bihar,Oct-19,254082,17431,236651
ED1001,C001,hindi,Uttar pradesh,Mar-21,190942,8737,182205
ED1010,C010,Hindi,Uttar-Pradesh,Jun-20,448298,19049,429249
ED1004,C004,Hindi,bihar,Dec-22,227071,12032,215039
ED1001,C001,hindi,Uttar pradesh,Mar-23,166088,9479,156609
ED1006,C006,english,maharashtra,May-19,411524,12811,398713
ED1004,C004,Hindi,bihar,Feb-20,250565,18691,231874
ED1001,C001,hindi,Uttar pradesh,Feb-22,166471,5323,161148
ED1003,C003,Hindi,Madhya_Pradesh,Feb-20,â‚¹267971,15069,252902
ED1004,C004,Hindi,bihar,Oct-20,241553,13761,227792
ED1010,C010,Hindi,Uttar-Pradesh,Jul-22,399865,17916,381949
ED1006,C006,english,maharashtra,Mar-20,399016,16075,382941
ED1006,C006,english,maharashtra,Nov-19,410682,12603,398079
ED1003,C003,Hindi,Madhya_Pradesh,Aug-21,258613,17249,241364
ED1009,C009,Hindi,gujarat,Nov-21,298775,17165,281610
ED1002,C002,ENGLISH,Delhi,Aug-23,304256,23271,280985
ED1008,C008,Hindi,Uttar Pradesh,Mar-21,342639,14312,328327
ED1003,C003,Hindi,Madhya_Pradesh,Mar-23,229761,13569,216192
ED1009,C009,Hindi,gujarat,Jan-22,269131,11324,257807
ED1009,C009,Hindi,gujarat,Sep-22,279981,11713,268268
ED1007,C007,Hindi,Jharkhand,Jan-21,224027,9523,214504
ED1010,C010,Hindi,Uttar-Pradesh,Nov-20,468330,22547,445783
ED1007,C007,Hindi,Jharkhand,Jan-23,â‚¹198669,15025,183644
ED1010,C010,Hindi,Uttar-Pradesh,Nov-22,427465,30857,396608
ED1009,C009,Hindi,gujarat,Dec-20,â‚¹319761,24569,295192
ED1009,C009,Hindi,gujarat,Jul-22,265621,15335,250286
ED1001,C001,hindi,Uttar pradesh,Aug-24,151526,6891,144635
ED1007,C007,Hindi,Jharkhand,Jun-22,199486,15667,183819
ED1003,C003,Hindi,Madhya_Pradesh,Jan-21,248350,8423,239927
ED1007,C007,Hindi,Jharkhand,Jan-20,235068,8868,226200
ED1007,C007,Hindi,Jharkhand,Dec-22,199330,13445,185885
ED1003,C003,Hindi,Madhya_Pradesh,Jul-20,263800,11988,251812
ED1005,C005,Hindi,Rajasthan,Oct-20,â‚¹460138,25817,434321
ED1003,C003,Hindi,Madhya_Pradesh,Feb-23,221274,8557,212717
ED1008,C008,Hindi,Uttar Pradesh,Sep-19,â‚¹383817,30508,353309
ED1006,C006,english,maharashtra,Jun-19,432670,17238,415432
ED1006,C006,english,maharashtra,Dec-20,403461,15765,387696
ED1010,C010,Hindi,Uttar-Pradesh,Jan-19,470435,37574,432861
ED1008,C008,Hindi,Uttar Pradesh,Apr-20,366678,28791,337887
ED1003,C003,Hindi,Madhya_Pradesh,Sep-19,278122,12933,265189
ED1007,C007,Hindi,Jharkhand,Mar-23,188327,6479,181848
ED1007,C007,Hindi,Jharkhand,Apr-24,â‚¹182586,9562,173024
ED1004,C004,Hindi,bihar,Nov-19,257488,8160,249328
ED1009,C009,Hindi,gujarat,May-22,286832,18358,268474
ED1009,C009,Hindi,gujarat,Jun-20,â‚¹321881,22403,299478
ED1002,C002,ENGLISH,Delhi,Aug-21,353024,13150,339874
ED1006,C006,english,maharashtra,Feb-24,321044,18300,302744
ED1006,C006,english,maharashtra,Dec-23,â‚¹321671,23740,297931
ED1010,C010,Hindi,Uttar-Pradesh,Aug-19,502705,29789,472916
ED1008,C008,Hindi,Uttar Pradesh,May-22,333128,13029,320099
ED1002,C002,ENGLISH,Delhi,Mar-19,370373,21245,349128
ED1002,C002,ENGLISH,Delhi,Aug-22,322620,11020,311600
ED1006,C006,english,maharashtra,Dec-22,350550,19990,330560
ED1010,C010,Hindi,Uttar-Pradesh,Oct-22,408626,21177,387449
ED1002,C002,ENGLISH,Delhi,Dec-22,317276,21051,296225
ED1001,C001,hindi,Uttar pradesh,Jun-23,158938,6724,152214
ED1003,C003,Hindi,Madhya_Pradesh,Aug-19,287698,17754,269944
ED1006,C006,english,maharashtra,Aug-22,344331,18026,326305
ED1010,C010,Hindi,Uttar-Pradesh,Jun-21,415364,28191,387173
ED1003,C003,Hindi,Madhya_Pradesh,Apr-24,217667,9028,208639
ED1007,C007,Hindi,Jharkhand,Nov-23,199474,10455,189019
ED1008,C008,Hindi,Uttar Pradesh,Dec-19,383849,15938,367911
ED1007,C007,Hindi,Jharkhand,Sep-24,191781,7657,184124
ED1008,C008,Hindi,Uttar Pradesh,Mar-23,â‚¹295287,12082,283205
ED1001,C001,hindi,Uttar pradesh,Sep-19,210227,12778,197449
ED1009,C009,Hindi,gujarat,Jul-19,316967,18921,298046
ED1001,C001,hindi,Uttar pradesh,Jan-22,176470,6256,170214
ED1007,C007,Hindi,Jharkhand,Sep-20,â‚¹235511,7237,228274
ED1002,C002,ENGLISH,Delhi,Aug-24,292105,10297,281808
ED1004,C004,Hindi,bihar,Feb-22,225391,15358,210033
ED1005,C005,Hindi,Rajasthan,Apr-20,449446,23943,425503
ED1009,C009,Hindi,gujarat,Oct-19,316135,18722,297413
ED1008,C008,Hindi,Uttar Pradesh,Apr-22,317426,14906,302520
ED1006,C006,english,maharashtra,Sep-19,420151,29899,390252
ED1001,C001,hindi,Uttar pradesh,Dec-23,167015,9768,157247
ED1002,C002,ENGLISH,Delhi,Apr-22,338604,25033,313571
ED1008,C008,Hindi,Uttar Pradesh,Feb-20,â‚¹370090,13357,356733
ED1008,C008,Hindi,Uttar Pradesh,Oct-20,359740,11120,348620
ED1009,C009,Hindi,gujarat,May-24,248981,11622,237359
ED1004,C004,Hindi,bihar,Nov-22,232272,14451,217821
ED1009,C009,Hindi,gujarat,Jun-21,â‚¹301605,15271,286334
ED1005,C005,Hindi,Rajasthan,Oct-19,478235,17663,460572
ED1007,C007,Hindi,Jharkhand,Oct-22,201642,14242,187400
ED1006,C006,english,maharashtra,Jul-23,335223,19435,315788
ED1003,C003,Hindi,Madhya_Pradesh,Jul-19,297331,11267,286064
ED1007,C007,Hindi,Jharkhand,Feb-19,241078,17968,223110
ED1008,C008,Hindi,Uttar Pradesh,Jul-24,281380,19064,262316
ED1007,C007,Hindi,Jharkhand,Sep-19,â‚¹244928,12322,232606
ED1010,C010,Hindi,Uttar-Pradesh,Dec-21,427451,17045,410406
ED1004,C004,Hindi,bihar,Mar-23,217142,6610,210532
ED1009,C009,Hindi,gujarat,Mar-23,270995,18709,252286
ED1005,C005,Hindi,Rajasthan,Dec-24,383036,20697,362339
ED1009,C009,Hindi,gujarat,Mar-24,240475,9878,230597
ED1007,C007,Hindi,Jharkhand,Sep-23,201743,10783,190960
ED1003,C003,Hindi,Madhya_Pradesh,Apr-19,294838,9447,285391
ED1003,C003,Hindi,Madhya_Pradesh,Mar-19,â‚¹296371,14509,281862
ED1008,C008,Hindi,Uttar Pradesh,Nov-20,366921,23169,343752
ED1010,C010,Hindi,Uttar-Pradesh,Jul-20,465825,29362,436463
ED1008,C008,Hindi,Uttar Pradesh,Dec-21,341258,24146,317112
ED1005,C005,Hindi,Rajasthan,Jan-24,378727,17567,361160
ED1007,C007,Hindi,Jharkhand,Aug-21,230706,7237,223469
ED1005,C005,Hindi,Rajasthan,Feb-22,â‚¹398343,21392,376951
ED1003,C003,Hindi,Madhya_Pradesh,Jul-22,249101,16099,233002
ED1002,C002,ENGLISH,Delhi,Apr-23,292983,22927,270056
ED1009,C009,Hindi,gujarat,Dec-21,283441,16320,267121
ED1002,C002,ENGLISH,Delhi,Dec-24,281237,12155,269082
ED1010,C010,Hindi,Uttar-Pradesh,Feb-22,402955,18291,384664
ED1003,C003,Hindi,Madhya_Pradesh,Jun-23,233916,8410,225506
ED1004,C004,Hindi,bihar,Apr-24,206098,15090,191008
ED1005,C005,Hindi,Rajasthan,Jun-19,474645,20349,454296
ED1006,C006,english,maharashtra,May-22,341885,18674,323211
ED1002,C002,ENGLISH,Delhi,Mar-23,317071,21657,295414
ED1003,C003,Hindi,Madhya_Pradesh,Apr-22,245360,7943,237417
ED1003,C003,Hindi,Madhya_Pradesh,Nov-23,â‚¹219522,16943,202579
ED1007,C007,Hindi,Jharkhand,Jul-19,252228,10513,241715
ED1004,C004,Hindi,bihar,Jul-21,248360,15715,232645
ED1006,C006,english,maharashtra,Aug-23,â‚¹324550,20306,304244
ED1009,C009,Hindi,gujarat,Feb-24,232412,11666,220746
ED1002,C002,ENGLISH,Delhi,Oct-23,â‚¹300381,16472,283909
ED1006,C006,english,maharashtra,Jul-22,353031,11203,341828
ED1010,C010,Hindi,Uttar-Pradesh,Sep-21,420921,24243,396678
ED1008,C008,Hindi,Uttar Pradesh,Jul-23,297132,19299,277833
ED1004,C004,Hindi,bihar,Apr-19,272198,18402,253796
ED1010,C010,Hindi,Uttar-Pradesh,Jun-19,489575,27396,462179
ED1009,C009,Hindi,gujarat,2021/05,â‚¹284209,8863,275346
ED1010,C010,Hindi,Uttar-Pradesh,Sep-19,506401,28703,477698
ED1009,C009,Hindi,gujarat,Aug-20,292723,11938,280785
ED1006,C006,english,maharashtra,Mar-21,370814,16084,354730
ED1010,C010,Hindi,Uttar-Pradesh,Jan-23,385935,14004,371931
ED1008,C008,Hindi,Uttar Pradesh,Jun-19,400540,18893,381647
ED1004,C004,Hindi,bihar,Apr-23,209179,12026,197153
ED1007,C007,Hindi,Jharkhand,Oct-19,249706,15415,234291
ED1007,C007,Hindi,Jharkhand,May-24,176290,11631,164659
ED1002,C002,ENGLISH,Delhi,May-22,338375,16342,322033
ED1004,C004,Hindi,bihar,May-20,258377,18121,240256
ED1009,C009,Hindi,gujarat,Feb-23,247852,14529,233323
ED1006,C006,english,maharashtra,Feb-20,418157,23899,394258
ED1004,C004,Hindi,bihar,Jun-20,249823,16039,233784
ED1008,C008,Hindi,Uttar Pradesh,Apr-24,289849,21452,268397
ED1005,C005,Hindi,Rajasthan,Jun-21,439438,17757,421681
ED1006,C006,english,maharashtra,Mar-23,â‚¹351024,15435,335589
ED1009,C009,Hindi,gujarat,Jul-24,254073,10810,243263
ED1005,C005,Hindi,Rajasthan,Nov-24,353118,14665,338453
ED1004,C004,Hindi,bihar,Jul-22,218233,10100,208133
ED1004,C004,Hindi,bihar,Jul-24,191865,11363,180502
ED1006,C006,english,maharashtra,May-20,416717,20879,395838
ED1006,C006,english,maharashtra,Jan-21,368060,23621,344439
ED1004,C004,Hindi,bihar,Sep-19,255312,18967,236345
ED1010,C010,Hindi,Uttar-Pradesh,Nov-21,414728,30357,384371
ED1009,C009,Hindi,gujarat,Dec-19,329058,17650,311408
ED1007,C007,Hindi,Jharkhand,May-22,209402,11971,197431
ED1005,C005,Hindi,Rajasthan,Dec-23,394044,24590,369454
ED1008,C008,Hindi,Uttar Pradesh,Feb-19,â‚¹372778,24066,348712
ED1010,C010,Hindi,Uttar-Pradesh,Jan-24,352843,26315,326528
ED1010,C010,Hindi,Uttar-Pradesh,May-20,438755,21279,417476
ED1009,C009,Hindi,gujarat,Dec-24,242429,10060,232369
ED1009,C009,Hindi,gujarat,Feb-22,273483,12702,260781
ED1009,C009,Hindi,gujarat,Jul-21,280815,18135,262680
ED1008,C008,Hindi,Uttar Pradesh,May-23,â‚¹310510,14711,295799
ED1009,C009,Hindi,gujarat,Feb-19,319110,17151,301959
ED1002,C002,ENGLISH,Delhi,Feb-20,378800,13403,365397
ED1004,C004,Hindi,bihar,Mar-21,248447,11548,236899
ED1003,C003,Hindi,Madhya_Pradesh,Apr-20,279513,21009,258504
ED1008,C008,Hindi,Uttar Pradesh,Sep-20,366091,27741,338350
ED1001,C001,hindi,Uttar pradesh,Dec-21,183747,8214,175533
ED1008,C008,Hindi,Uttar Pradesh,Jan-22,311206,24855,286351
ED1003,C003,Hindi,Madhya_Pradesh,Mar-21,257472,12583,244889
ED1009,C009,Hindi,gujarat,Apr-22,263383,18967,244416
ED1009,C009,Hindi,gujarat,Aug-21,283739,20831,262908
ED1010,C010,Hindi,Uttar-Pradesh,May-21,414465,18439,396026
ED1002,C002,ENGLISH,Delhi,Dec-20,349735,25128,324607
ED1008,C008,Hindi,Uttar Pradesh,Dec-23,293693,20074,273619
ED1004,C004,Hindi,bihar,Jan-21,227221,17328,209893
ED1008,C008,Hindi,Uttar Pradesh,Nov-24,299971,20533,279438
ED1007,C007,Hindi,Jharkhand,May-21,231707,13514,218193
ED1008,C008,Hindi,Uttar Pradesh,Feb-23,300348,10038,290310
ED1009,C009,Hindi,gujarat,Jul-23,249998,10800,239198
ED1003,C003,Hindi,Madhya_Pradesh,Mar-24,213084,10977,202107
ED1006,C006,english,maharashtra,Sep-21,385886,23622,362264
ED1006,C006,english,maharashtra,Feb-22,â‚¹361828,17506,344322
ED1009,C009,Hindi,gujarat,Sep-21,284447,21726,262721
ED1004,C004,Hindi,bihar,Feb-19,277678,18188,259490
ED1001,C001,hindi,Uttar pradesh,May-19,213822,6939,206883
ED1009,C009,Hindi,gujarat,Jun-24,249959,15383,234576
ED1008,C008,Hindi,Uttar Pradesh,Jul-22,315365,10785,304580
ED1002,C002,ENGLISH,Delhi,Mar-21,344462,25664,318798
ED1008,C008,Hindi,Uttar Pradesh,Oct-24,281599,12239,269360
ED1006,C006,english,maharashtra,Nov-22,360956,14802,346154
ED1007,C007,Hindi,Jharkhand,Nov-24,186877,6163,180714
ED1001,C001,hindi,Uttar pradesh,Dec-22,179866,6404,173462
ED1001,C001,hindi,Uttar pradesh,Sep-21,191553,12629,178924
ED1003,C003,Hindi,Madhya_Pradesh,Sep-23,229149,7087,222062
ED1002,C002,ENGLISH,Delhi,Mar-24,294099,22931,271168
ED1001,C001,hindi,Uttar pradesh,Apr-21,176911,8458,168453
ED1009,C009,Hindi,gujarat,Sep-23,245628,14654,230974
ED1004,C004,Hindi,bihar,Mar-20,259573,8314,251259
ED1007,C007,Hindi,Jharkhand,Oct-23,194458,7833,186625
ED1006,C006,english,maharashtra,Jul-20,411237,14933,396304
ED1005,C005,Hindi,Rajasthan,Jan-19,476937,25474,451463
ED1006,C006,english,maharashtra,Nov-23,330041,15405,314636
ED1006,C006,english,maharashtra,Aug-21,369967,25111,344856
ED1009,C009,Hindi,gujarat,May-20,304022,23886,280136
ED1007,C007,Hindi,Jharkhand,Jul-24,174777,9071,165706
ED1002,C002,ENGLISH,Delhi,Jul-24,296188,18293,277895
ED1001,C001,hindi,Uttar pradesh,Mar-24,161495,11730,149765
ED1007,C007,Hindi,Jharkhand,Apr-22,214527,7363,207164
ED1002,C002,ENGLISH,Delhi,Sep-23,303202,12938,290264
ED1010,C010,Hindi,Uttar-Pradesh,Apr-23,400526,25275,375251
ED1008,C008,Hindi,Uttar Pradesh,May-20,365086,25284,339802
ED1001,C001,hindi,Uttar pradesh,May-24,152776,8424,144352
ED1001,C001,hindi,Uttar pradesh,Mar-20,186109,6328,179781
ED1003,C003,Hindi,Madhya_Pradesh,Jan-20,263752,10360,253392
ED1001,C001,hindi,Uttar pradesh,May-22,183598,10862,172736
ED1007,C007,Hindi,Jharkhand,Jan-24,189977,7511,182466
ED1006,C006,english,maharashtra,Aug-20,394137,28202,365935
ED1003,C003,Hindi,Madhya_Pradesh,Aug-22,241959,13178,228781
ED1004,C004,Hindi,bihar,Jan-19,266133,19947,246186
ED1001,C001,hindi,Uttar pradesh,May-23,156940,4991,151949
ED1005,C005,Hindi,Rajasthan,Feb-23,402721,20474,382247
ED1005,C005,Hindi,Rajasthan,Aug-19,472599,18809,453790
ED1004,C004,Hindi,bihar,Dec-21,â‚¹232759,14188,218571
ED1007,C007,Hindi,Jharkhand,Jun-21,215646,12054,203592
ED1007,C007,Hindi,Jharkhand,Dec-20,â‚¹241631,17057,224574
ED1010,C010,Hindi,Uttar-Pradesh,Oct-24,372642,20339,352303
ED1004,C004,Hindi,bihar,Jun-23,â‚¹216732,11385,205347
ED1003,C003,Hindi,Madhya_Pradesh,Oct-23,â‚¹217132,7711,209421
ED1003,C003,Hindi,Madhya_Pradesh,Jun-20,275941,12509,263432
ED1008,C008,Hindi,Uttar Pradesh,Apr-23,290811,22582,268229
ED1006,C006,english,maharashtra,Jun-22,â‚¹356241,19228,337013
ED1007,C007,Hindi,Jharkhand,Sep-22,213418,13578,199840
ED1002,C002,ENGLISH,Delhi,Oct-21,341868,17970,323898
ED1008,C008,Hindi,Uttar Pradesh,Feb-24,284638,12119,272519
ED1006,C006,english,maharashtra,Jun-21,389549,14397,375152
ED1001,C001,hindi,Uttar pradesh,Feb-19,198270,14522,183748
ED1010,C010,Hindi,Uttar-Pradesh,Dec-20,474884,33059,441825
ED1008,C008,Hindi,Uttar Pradesh,Oct-23,314092,11885,302207
ED1002,C002,ENGLISH,Delhi,Sep-19,364960,27638,337322
ED1003,C003,Hindi,Madhya_Pradesh,Feb-24,212262,15742,196520
ED1001,C001,hindi,Uttar pradesh,Nov-21,183241,14530,168711
ED1008,C008,Hindi,Uttar Pradesh,May-19,393557,13129,380428
ED1006,C006,english,maharashtra,Aug-24,319995,10479,309516
ED1007,C007,Hindi,Jharkhand,Nov-20,237095,10618,226477
ED1006,C006,english,maharashtra,Jul-19,403289,20387,382902
ED1002,C002,ENGLISH,Delhi,Aug-20,364920,17774,347146
ED1005,C005,Hindi,Rajasthan,Apr-23,372154,22146,350008
ED1008,C008,Hindi,Uttar Pradesh,Jan-24,278000,8569,269431
ED1005,C005,Hindi,Rajasthan,Oct-23,â‚¹370926,25113,345813
ED1004,C004,Hindi,bihar,Feb-21,239784,16422,223362
ED1001,C001,hindi,Uttar pradesh,Feb-20,205293,8838,196455
ED1005,C005,Hindi,Rajasthan,Apr-21,452804,14119,438685
ED1009,C009,Hindi,gujarat,Jan-21,299988,10495,289493
ED1006,C006,english,maharashtra,Apr-21,380638,13316,367322
ED1004,C004,Hindi,bihar,Oct-23,205079,10916,194163
ED1003,C003,Hindi,Madhya_Pradesh,Nov-20,262140,20514,241626
ED1010,C010,Hindi,Uttar-Pradesh,Jun-24,357724,12898,344826
ED1009,C009,Hindi,gujarat,Nov-24,â‚¹247679,19108,228571
ED1007,C007,Hindi,Jharkhand,May-23,205551,12997,192554
ED1010,C010,Hindi,Uttar-Pradesh,Jul-23,398429,17762,380667
ED1008,C008,Hindi,Uttar Pradesh,Jan-19,362751,14529,348222
ED1004,C004,Hindi,bihar,Apr-21,246463,11672,234791
ED1008,C008,Hindi,Uttar Pradesh,Mar-24,â‚¹284706,20245,264461
ED1008,C008,Hindi,Uttar Pradesh,Nov-23,302169,23058,279111
ED1003,C003,Hindi,Madhya_Pradesh,Oct-22,231160,9887,221273
ED1007,C007,Hindi,Jharkhand,Aug-22,209478,7021,202457
ED1010,C010,Hindi,Uttar-Pradesh,Oct-21,425905,16802,409103
ED1008,C008,Hindi,Uttar Pradesh,Jul-19,373047,29643,343404
ED1001,C001,hindi,Uttar pradesh,Nov-23,169050,12542,156508
ED1007,C007,Hindi,Jharkhand,Jul-22,218712,9783,208929
ED1008,C008,Hindi,Uttar Pradesh,Sep-23,303528,18662,284866
ED1004,C004,Hindi,bihar,Jan-22,233409,13658,219751
ED1001,C001,hindi,Uttar pradesh,Oct-20,â‚¹204356,13975,190381
ED1005,C005,Hindi,Rajasthan,Feb-21,426950,30256,396694
ED1007,C007,Hindi,Jharkhand,Apr-21,229370,7989,221381
ED1003,C003,Hindi,Madhya_Pradesh,May-20,273866,12856,261010
ED1004,C004,Hindi,bihar,Jan-24,â‚¹197776,7686,190090
ED1003,C003,Hindi,Madhya_Pradesh,Dec-22,231378,9764,221614
ED1006,C006,english,maharashtra,Feb-21,386629,30682,355947
ED1006,C006,english,maharashtra,Jun-23,350455,21184,329271
ED1007,C007,Hindi,Jharkhand,Dec-23,192912,14576,178336
ED1005,C005,Hindi,Rajasthan,Aug-23,395985,25158,370827
ED1005,C005,Hindi,Rajasthan,Sep-20,â‚¹472940,35570,437370
ED1010,C010,Hindi,Uttar-Pradesh,Feb-20,456793,23564,433229
ED1002,C002,ENGLISH,Delhi,Nov-23,301072,23840,277232
ED1010,C010,Hindi,Uttar-Pradesh,Apr-20,455526,21880,433646
ED1002,C002,ENGLISH,Delhi,Apr-21,330327,25420,304907
ED1006,C006,english,maharashtra,Jan-20,412578,30046,382532
ED1002,C002,ENGLISH,Delhi,Apr-20,â‚¹374554,13628,360926
ED1007,C007,Hindi,Jharkhand,Mar-21,231185,7705,223480
ED1005,C005,Hindi,Rajasthan,Jul-22,418750,30907,387843
ED1003,C003,Hindi,Madhya_Pradesh,Nov-24,216889,7440,209449
ED1007,C007,Hindi,Jharkhand,Nov-21,228205,7750,220455
ED1002,C002,ENGLISH,Delhi,Feb-23,315721,20264,295457
ED1009,C009,Hindi,gujarat,Mar-22,284167,18704,265463
ED1001,C001,hindi,Uttar pradesh,Sep-20,205413,13482,191931
ED1010,C010,Hindi,Uttar-Pradesh,May-23,379193,17610,361583
ED1001,C001,hindi,Uttar pradesh,Dec-24,â‚¹152122,7049,145073
ED1002,C002,ENGLISH,Delhi,Nov-21,356211,25456,330755
ED1004,C004,Hindi,bihar,Jul-23,203130,12260,190870
ED1007,C007,Hindi,Jharkhand,Apr-19,253719,16510,237209
ED1002,C002,ENGLISH,Delhi,Jul-21,348093,11620,336473
